order_id,order_date,customer_id,payment_method,sales_channel,order_status
564,2025-10-16,3,Cash,Online,Refunded
565,2025-10-23,34,Cash,Online,Completed
566,2025-10-10,26,Credit Card,Online,Cancelled
567,2025-10-17,116,PayPal,Online,Completed
568,2025-10-12,138,Credit Card,Online,Completed
569,2025-10-20,92,PayPal,Online,Completed
570,2025-10-09,7,PayPal,Online,Completed
571,2025-10-05,133,Credit Card,Store,Completed
572,2025-10-06,53,Credit Card,Store,Completed
573,2025-10-21,22,Bank Transfer,Marketplace,Completed
574,2025-10-04,98,Credit Card,Marketplace,Completed
575,2025-10-08,10,Credit Card,Online,Completed
576,2025-10-04,91,Bank Transfer,Marketplace,Completed
577,2025-10-20,43,PayPal,Online,Completed
578,2025-10-06,37,PayPal,Online,Completed
579,2025-10-25,137,Cash,Marketplace,Completed
580,2025-10-07,124,Bank Transfer,Online,Completed
581,2025-10-25,146,Bank Transfer,Online,Cancelled
582,2025-10-19,27,PayPal,Marketplace,Completed
583,2025-10-01,54,Cash,Store,Completed
584,2025-10-11,125,PayPal,Marketplace,Completed
585,2025-10-19,70,Credit Card,Online,Completed
586,2025-10-10,66,Cash,Store,Completed
587,2025-10-27,47,Credit Card,Store,Completed
588,2025-10-01,112,Cash,Marketplace,Completed
589,2025-10-08,64,Cash,Marketplace,Completed
590,2025-10-26,110,PayPal,Store,Completed
591,2025-10-06,43,Credit Card,Store,Completed
592,2025-10-22,96,PayPal,Online,Completed
593,2025-10-04,16,Credit Card,Store,Completed
594,2025-10-16,84,Credit Card,Online,Completed
595,2025-10-25,134,Credit Card,Online,Completed
596,2025-10-15,78,Bank Transfer,Online,Completed
597,2025-10-01,4,Credit Card,Online,Completed
598,2025-10-25,76,Credit Card,Marketplace,Cancelled
599,2025-10-26,28,PayPal,Online,Completed
600,2025-10-18,114,Credit Card,Store,Completed
601,2025-10-24,13,Credit Card,Store,Completed
602,2025-10-10,63,Credit Card,Online,Completed
603,2025-10-27,55,Credit Card,Online,Completed
604,2025-10-27,140,Cash,Online,Completed
605,2025-10-12,150,Credit Card,Store,Cancelled
606,2025-10-21,146,Cash,Marketplace,Completed
607,2025-10-07,28,Cash,Marketplace,Completed
608,2025-10-09,77,Credit Card,Store,Completed
609,2025-10-24,9,Credit Card,Online,Completed
610,2025-10-21,8,PayPal,Online,Completed
611,2025-10-15,84,Bank Transfer,Online,Completed
612,2025-10-16,76,Cash,Online,Completed
613,2025-10-12,97,Credit Card,Online,Cancelled
614,2025-10-02,22,Bank Transfer,Store,Completed
615,2025-10-19,76,PayPal,Store,Completed
616,2025-10-02,124,Bank Transfer,Store,Cancelled
617,2025-10-22,46,Bank Transfer,Store,Completed
618,2025-10-13,140,Bank Transfer,Store,Completed
619,2025-10-11,105,PayPal,Online,Completed
620,2025-10-13,140,Credit Card,Online,Completed
621,2025-10-23,82,Cash,Online,Refunded
622,2025-10-02,53,Credit Card,Online,Completed
623,2025-10-18,132,Bank Transfer,Online,Completed
624,2025-10-03,141,Credit Card,Store,Completed
625,2025-10-11,35,Credit Card,Online,Completed
626,2025-10-21,88,PayPal,Marketplace,Completed
627,2025-11-24,48,Credit Card,Online,Completed
628,2025-11-13,144,PayPal,Store,Completed
629,2025-11-14,149,PayPal,Marketplace,Completed
630,2025-11-23,145,Credit Card,Online,Completed
631,2025-11-06,32,Credit Card,Online,Refunded
632,2025-11-17,118,Credit Card,Online,Completed
633,2025-11-15,77,Credit Card,Online,Completed
634,2025-11-28,144,PayPal,Online,Completed
635,2025-11-04,47,Bank Transfer,Store,Completed
636,2025-11-09,84,Credit Card,Online,Completed
637,2025-11-02,38,Bank Transfer,Marketplace,Completed
638,2025-11-13,17,Cash,Online,Completed
639,2025-11-03,80,PayPal,Online,Completed
640,2025-11-01,7,PayPal,Store,Completed
641,2025-11-19,120,Cash,Online,Completed
642,2025-11-10,144,PayPal,Online,Completed
643,2025-11-06,130,Credit Card,Online,Completed
644,2025-11-14,61,Bank Transfer,Marketplace,Completed
645,2025-11-02,79,Credit Card,Store,Completed
646,2025-11-16,145,Cash,Store,Completed
647,2025-11-13,93,Cash,Online,Completed
648,2025-11-16,113,PayPal,Online,Completed
649,2025-11-12,145,Credit Card,Online,Cancelled
650,2025-11-25,30,Bank Transfer,Marketplace,Cancelled
651,2025-11-22,132,PayPal,Online,Completed
652,2025-11-12,91,Credit Card,Marketplace,Completed
653,2025-11-01,142,Bank Transfer,Online,Cancelled
654,2025-11-01,150,Credit Card,Store,Completed
655,2025-11-05,141,PayPal,Online,Completed
656,2025-11-28,124,PayPal,Store,Completed
657,2025-11-21,9,Bank Transfer,Store,Completed
658,2025-11-16,9,Bank Transfer,Store,Completed
659,2025-11-22,27,Credit Card,Store,Completed
660,2025-11-10,61,Credit Card,Store,Refunded
661,2025-11-21,119,Bank Transfer,Online,Completed
662,2025-11-17,143,Credit Card,Store,Completed
663,2025-11-04,114,Bank Transfer,Marketplace,Completed
664,2025-11-11,49,Credit Card,Online,Completed
665,2025-11-20,126,PayPal,Store,Completed
666,2025-11-08,59,Credit Card,Online,Completed
667,2025-11-19,70,Cash,Online,Completed
668,2025-11-16,86,Bank Transfer,Store,Completed
669,2025-11-08,148,Credit Card,Online,Completed
670,2025-11-04,47,Bank Transfer,Store,Completed
671,2025-11-07,105,Bank Transfer,Online,Completed
672,2025-11-12,150,Bank Transfer,Online,Completed
673,2025-11-04,74,Credit Card,Store,Completed
674,2025-11-06,111,PayPal,Marketplace,Completed
675,2025-11-16,142,Credit Card,Marketplace,Completed
676,2025-11-15,108,Credit Card,Store,Completed
677,2025-11-08,78,PayPal,Marketplace,Completed
678,2025-11-23,91,Credit Card,Online,Completed
679,2025-11-22,33,Credit Card,Online,Completed
680,2025-11-10,6,Bank Transfer,Marketplace,Cancelled
681,2025-11-15,25,Credit Card,Online,Completed
682,2025-11-26,46,PayPal,Store,Completed
683,2025-11-28,14,PayPal,Online,Refunded
684,2025-11-26,107,Credit Card,Marketplace,Completed
685,2025-11-24,40,Credit Card,Marketplace,Completed
686,2025-11-05,16,Credit Card,Store,Completed
687,2025-11-10,118,Credit Card,Online,Completed
688,2025-11-20,118,Credit Card,Online,Completed
689,2025-11-26,2,Bank Transfer,Online,Completed
690,2025-11-08,48,PayPal,Online,Cancelled
691,2025-11-08,112,PayPal,Online,Completed
692,2025-11-23,15,Credit Card,Online,Completed
693,2025-11-06,42,Credit Card,Online,Completed
694,2025-11-28,101,Credit Card,Store,Completed
695,2025-11-07,5,Bank Transfer,Online,Completed
696,2025-11-22,85,PayPal,Marketplace,Completed
697,2025-11-23,92,PayPal,Online,Completed
698,2025-11-19,23,PayPal,Online,Completed
699,2025-11-26,114,Credit Card,Online,Completed
700,2025-11-01,22,Credit Card,Marketplace,Completed
701,2025-11-28,23,Credit Card,Online,Completed
702,2025-11-14,114,PayPal,Online,Completed
703,2025-11-23,52,PayPal,Marketplace,Completed
704,2025-11-06,26,Bank Transfer,Marketplace,Completed
705,2025-11-10,130,PayPal,Marketplace,Completed
706,2025-11-18,103,PayPal,Marketplace,Completed
707,2025-11-24,76,Bank Transfer,Store,Completed
708,2025-11-10,19,Credit Card,Store,Completed
709,2025-11-08,116,Credit Card,Store,Cancelled
710,2025-11-01,143,Bank Transfer,Online,Completed
711,2025-11-19,32,Credit Card,Online,Completed
712,2025-12-24,4,Cash,Online,Completed
713,2025-12-18,56,Bank Transfer,Online,Completed
714,2025-12-20,139,Bank Transfer,Marketplace,Completed
715,2025-12-07,87,PayPal,Store,Completed
716,2025-12-21,128,Credit Card,Online,Completed
717,2025-12-07,135,PayPal,Store,Completed
718,2025-12-18,13,Bank Transfer,Online,Completed
719,2025-12-07,77,Credit Card,Online,Completed
720,2025-12-19,132,Cash,Store,Completed
721,2025-12-04,19,Cash,Online,Cancelled
722,2025-12-18,6,Bank Transfer,Online,Cancelled
723,2025-12-13,115,Credit Card,Online,Completed
724,2025-12-17,99,Credit Card,Online,Completed
725,2025-12-26,129,Cash,Store,Completed
726,2025-12-22,101,PayPal,Store,Completed
727,2025-12-10,122,PayPal,Store,Completed
728,2025-12-05,93,PayPal,Store,Completed
729,2025-12-20,2,Bank Transfer,Marketplace,Completed
730,2025-12-28,122,Credit Card,Online,Completed
731,2025-12-26,142,Bank Transfer,Online,Completed
732,2025-12-06,138,Credit Card,Store,Completed
733,2025-12-02,13,PayPal,Store,Completed
734,2025-12-07,15,Bank Transfer,Online,Completed
735,2025-12-05,29,Credit Card,Online,Completed
736,2025-12-09,93,Cash,Online,Completed
737,2025-12-28,8,Credit Card,Store,Completed
738,2025-12-08,24,Cash,Online,Cancelled
739,2025-12-12,82,PayPal,Online,Completed
740,2025-12-08,128,Bank Transfer,Online,Completed
741,2025-12-12,99,PayPal,Marketplace,Completed
742,2025-12-02,1,Bank Transfer,Online,Completed
743,2025-12-05,7,Credit Card,Store,Completed
744,2025-12-24,43,PayPal,Marketplace,Completed
745,2025-12-28,115,PayPal,Online,Completed
746,2025-12-12,146,Bank Transfer,Online,Completed
747,2025-12-05,24,PayPal,Store,Completed
748,2025-12-10,66,Cash,Online,Completed
749,2025-12-04,140,Credit Card,Marketplace,Completed
750,2025-12-28,8,PayPal,Store,Completed
751,2025-12-09,82,Credit Card,Marketplace,Completed
752,2025-12-13,40,Bank Transfer,Marketplace,Completed
753,2025-12-08,40,PayPal,Marketplace,Completed
754,2025-12-04,49,Credit Card,Online,Cancelled
755,2025-12-19,129,Credit Card,Store,Completed
756,2025-12-10,113,Cash,Online,Completed
757,2025-12-22,54,Credit Card,Online,Completed
758,2025-12-08,52,Credit Card,Online,Completed
759,2025-12-26,122,Credit Card,Store,Completed
760,2025-12-02,69,Cash,Online,Completed
761,2025-12-20,57,Bank Transfer,Online,Completed
762,2025-12-09,54,Cash,Online,Refunded
763,2025-12-03,103,Credit Card,Marketplace,Completed
764,2025-12-01,35,Bank Transfer,Online,Completed
765,2025-12-27,144,Credit Card,Marketplace,Refunded
766,2025-12-14,19,Credit Card,Store,Completed
767,2025-12-20,95,Bank Transfer,Online,Completed
768,2025-12-13,97,Credit Card,Online,Completed
769,2025-12-27,66,PayPal,Store,Completed
770,2025-12-10,51,Bank Transfer,Store,Completed
771,2025-12-26,60,Credit Card,Online,Completed
772,2025-12-02,77,Bank Transfer,Store,Completed
773,2025-12-24,42,Cash,Online,Completed
774,2025-12-02,150,Cash,Online,Completed
775,2025-12-25,40,PayPal,Store,Completed
776,2025-12-07,26,PayPal,Online,Completed
777,2025-12-27,62,Credit Card,Store,Completed
778,2025-12-02,112,Credit Card,Online,Completed
779,2025-12-25,10,Credit Card,Store,Completed
780,2025-12-05,37,Credit Card,Store,Completed
781,2025-12-12,113,Cash,Store,Refunded
782,2025-12-07,29,Credit Card,Store,Completed
783,2025-12-27,78,Credit Card,Online,Completed
784,2025-12-16,74,Credit Card,Online,Refunded
785,2025-12-04,148,PayPal,Store,Completed
786,2025-12-03,83,Credit Card,Store,Completed
787,2025-12-16,17,Credit Card,Online,Completed
788,2025-12-01,17,PayPal,Online,Completed
789,2025-12-24,30,Credit Card,Marketplace,Completed
790,2025-12-22,83,Bank Transfer,Online,Completed
791,2025-12-24,54,Cash,Online,Completed
792,2025-12-10,56,Bank Transfer,Store,Completed
793,2025-12-19,69,Cash,Online,Cancelled
794,2025-12-26,40,Credit Card,Store,Completed
795,2025-12-04,125,Cash,Store,Completed
796,2025-12-16,37,PayPal,Store,Completed
797,2025-12-07,48,Credit Card,Marketplace,Completed
798,2025-12-05,55,Cash,Online,Completed
799,2025-12-14,90,Bank Transfer,Store,Completed
800,2025-12-09,87,Cash,Online,Cancelled
